file,num_qubits,num_gates,num_cx,num_measure,num_u1,num_u2,num_u3,depth
instructions_T22_idx188_x0_0_x2_1_x4_1_x5_1.qasm,6966,429539,207336,990,201762,13312,6139,31839
instructions_T22_idx189_x0_0_x2_1_x9_1.qasm,2214,133397,64347,330,62553,4168,1999,11197
instructions_T22_idx190_x0_0_x3_2_x5_1.qasm,1747,112479,54403,264,52956,3270,1586,11706
instructions_T22_idx191_x0_0_x3_1_x4_2.qasm,1516,103723,50314,220,49044,2832,1313,12115
instructions_T22_idx192_x0_0_x3_1_x8_1.qasm,2671,161527,77920,396,75752,5046,2413,14931
instructions_T22_idx193_x0_0_x4_1_x7_1.qasm,2983,181214,87427,440,85012,5646,2689,17958
instructions_T22_idx194_x0_0_x5_1_x6_1.qasm,3150,192437,92861,462,90319,5968,2827,20278
instructions_T22_idx195_x0_0_x11_1.qasm,850,49108,23670,132,23001,1548,757,5509
instructions_T24_idx001_x0_24.qasm,432,36904,17664,16,17249,1440,535,3009
instructions_T24_idx002_x0_22_x1_1.qasm,472,40561,19483,22,19029,1468,559,4522
instructions_T24_idx003_x0_20_x1_2.qasm,456,40154,19338,22,18900,1380,514,5810
instructions_T24_idx004_x0_20_x2_1.qasm,504,41595,19994,33,19516,1470,582,4633
instructions_T24_idx005_x0_18_x1_3.qasm,440,39747,19193,22,18771,1292,469,7099
instructions_T24_idx006_x0_18_x1_1_x2_1.qasm,700,56253,27151,66,26505,1788,743,6664
instructions_T24_idx007_x0_18_x3_1.qasm,538,42658,20518,44,20015,1476,605,4745
instructions_T24_idx008_x0_16_x1_4.qasm,424,39340,19048,22,18642,1204,424,8388
instructions_T24_idx009_x0_16_x1_2_x2_1.qasm,684,55846,27006,66,26376,1700,698,7953
instructions_T24_idx010_x0_16_x1_1_x3_1.qasm,804,61506,29693,88,28962,1928,835,6799
instructions_T24_idx011_x0_16_x2_2.qasm,457,38128,18383,33,17957,1264,491,5637
instructions_T24_idx012_x0_16_x4_1.qasm,574,43748,21053,55,20526,1486,628,4860
instructions_T24_idx013_x0_14_x1_5.qasm,408,38933,18903,22,18513,1116,379,9677
instructions_T24_idx014_x0_14_x1_3_x2_1.qasm,668,55439,26861,66,26247,1612,653,9242
instructions_T24_idx015_x0_14_x1_2_x3_1.qasm,788,61099,29548,88,28833,1840,790,8088
instructions_T24_idx016_x0_14_x1_1_x2_2.qasm,672,55495,26885,66,26271,1620,653,7678
instructions_T24_idx017_x0_14_x1_1_x4_1.qasm,912,66818,32261,110,31444,2076,927,6935
instructions_T24_idx018_x0_14_x2_1_x3_1.qasm,1064,77829,37604,132,36660,2368,1065,8523
instructions_T24_idx019_x0_14_x5_1.qasm,612,44867,21601,66,21049,1500,651,4976
instructions_T24_idx020_x0_12_x1_6.qasm,392,38526,18758,22,18384,1028,334,10966
instructions_T24_idx021_x0_12_x1_4_x2_1.qasm,652,55032,26716,66,26118,1524,608,10531
instructions_T24_idx022_x0_12_x1_3_x3_1.qasm,772,60692,29403,88,28704,1752,745,9377
instructions_T24_idx023_x0_12_x1_2_x2_2.qasm,656,55088,26740,66,26142,1532,608,8967
instructions_T24_idx024_x0_12_x1_2_x4_1.qasm,896,66411,32116,110,31315,1988,882,8224
instructions_T24_idx025_x0_12_x1_1_x2_1_x3_1.qasm,1958,138529,67039,264,65351,4028,1847,10766
instructions_T24_idx026_x0_12_x1_1_x5_1.qasm,1024,72187,34853,132,33951,2232,1019,7071
instructions_T24_idx027_x0_12_x2_3.qasm,410,34661,16772,33,16398,1058,400,6641
instructions_T24_idx028_x0_12_x2_1_x4_1.qasm,1246,87390,42216,165,41125,2658,1226,8993
instructions_T24_idx029_x0_12_x3_2.qasm,460,36131,17441,44,17026,1152,468,5511
instructions_T24_idx030_x0_12_x6_1.qasm,652,46014,22161,77,21584,1518,674,5092
instructions_T24_idx031_x0_10_x1_7.qasm,376,38119,18613,22,18255,940,289,12255
instructions_T24_idx032_x0_10_x1_5_x2_1.qasm,636,54625,26571,66,25989,1436,563,11820
instructions_T24_idx033_x0_10_x1_4_x3_1.qasm,756,60285,29258,88,28575,1664,700,10666
instructions_T24_idx034_x0_10_x1_3_x2_2.qasm,640,54681,26595,66,26013,1444,563,10256
instructions_T24_idx035_x0_10_x1_3_x4_1.qasm,880,66004,31971,110,31186,1900,837,9513
instructions_T24_idx036_x0_10_x1_2_x2_1_x3_1.qasm,1942,138122,66894,264,65222,3940,1802,12055
instructions_T24_idx037_x0_10_x1_2_x5_1.qasm,1008,71780,34708,132,33822,2144,974,8360
instructions_T24_idx038_x0_10_x1_1_x2_3.qasm,644,54737,26619,66,26037,1452,563,8692
instructions_T24_idx039_x0_10_x1_1_x2_1_x4_1.qasm,2366,160898,77813,330,75788,4752,2215,11298
instructions_T24_idx040_x0_10_x1_1_x3_2.qasm,746,57701,27967,88,27303,1644,699,7575
instructions_T24_idx041_x0_10_x1_1_x6_1.qasm,1140,77613,37471,154,36481,2396,1111,7208
instructions_T24_idx042_x0_10_x2_2_x3_1.qasm,1017,74362,35993,132,35101,2162,974,8047
instructions_T24_idx043_x0_10_x2_1_x5_1.qasm,1434,97040,46867,198,45628,2960,1387,9465
instructions_T24_idx044_x0_10_x3_1_x4_1.qasm,1591,108118,52240,220,50871,3262,1525,11767
instructions_T24_idx045_x0_10_x7_1.qasm,694,47190,22734,88,22131,1540,697,5209
instructions_T24_idx046_x0_8_x1_8.qasm,360,37712,18468,22,18126,852,244,13544
instructions_T24_idx047_x0_8_x1_6_x2_1.qasm,620,54218,26426,66,25860,1348,518,13109
instructions_T24_idx048_x0_8_x1_5_x3_1.qasm,740,59878,29113,88,28446,1576,655,11955
instructions_T24_idx049_x0_8_x1_4_x2_2.qasm,624,54274,26450,66,25884,1356,518,11545
instructions_T24_idx050_x0_8_x1_4_x4_1.qasm,864,65597,31826,110,31057,1812,792,10802
instructions_T24_idx051_x0_8_x1_3_x2_1_x3_1.qasm,1926,137715,66749,264,65093,3852,1757,13344
instructions_T24_idx052_x0_8_x1_3_x5_1.qasm,992,71373,34563,132,33693,2056,929,9649
instructions_T24_idx053_x0_8_x1_2_x2_3.qasm,628,54330,26474,66,25908,1364,518,9981
instructions_T24_idx054_x0_8_x1_2_x2_1_x4_1.qasm,2350,160491,77668,330,75659,4664,2170,12587
instructions_T24_idx055_x0_8_x1_2_x3_2.qasm,730,57294,27822,88,27174,1556,654,8864
instructions_T24_idx056_x0_8_x1_2_x6_1.qasm,1124,77206,37326,154,36352,2308,1066,8497
instructions_T24_idx057_x0_8_x1_1_x2_2_x3_1.qasm,1930,137771,66773,264,65117,3860,1757,10300
instructions_T24_idx058_x0_8_x1_1_x2_1_x5_1.qasm,2786,183429,88647,396,86303,5500,2583,11834
instructions_T24_idx059_x0_8_x1_1_x3_1_x4_1.qasm,3110,205730,99457,440,96850,6124,2859,14190
instructions_T24_idx060_x0_8_x1_1_x7_1.qasm,1260,83091,40109,176,39035,2568,1203,7347
instructions_T24_idx061_x0_8_x2_4.qasm,363,31194,15161,33,14839,852,309,7645
instructions_T24_idx062_x0_8_x2_2_x4_1.qasm,1199,83923,40605,165,39566,2452,1135,8517
instructions_T24_idx063_x0_8_x2_1_x3_2.qasm,1027,76761,37235,132,36338,2126,930,9289
instructions_T24_idx064_x0_8_x2_1_x6_1.qasm,1628,106766,51548,231,50165,3274,1548,9941
instructions_T24_idx065_x0_8_x3_1_x5_1.qasm,1857,122068,58952,264,57383,3714,1755,12600
instructions_T24_idx066_x0_8_x4_2.qasm,465,34160,16510,55,16106,1044,445,5388
instructions_T24_idx067_x0_8_x8_1.qasm,738,48391,23317,99,22689,1566,720,5328
instructions_T24_idx068_x0_6_x1_9.qasm,344,37305,18323,22,17997,764,199,14833
instructions_T24_idx069_x0_6_x1_7_x2_1.qasm,604,53811,26281,66,25731,1260,473,14398
instructions_T24_idx070_x0_6_x1_6_x3_1.qasm,724,59471,28968,88,28317,1488,610,13244
instructions_T24_idx071_x0_6_x1_5_x2_2.qasm,608,53867,26305,66,25755,1268,473,12834
instructions_T24_idx072_x0_6_x1_5_x4_1.qasm,848,65190,31681,110,30928,1724,747,12091
instructions_T24_idx073_x0_6_x1_4_x2_1_x3_1.qasm,1910,137308,66604,264,64964,3764,1712,14633
instructions_T24_idx074_x0_6_x1_4_x5_1.qasm,976,70966,34418,132,33564,1968,884,10938
instructions_T24_idx075_x0_6_x1_3_x2_3.qasm,612,53923,26329,66,25779,1276,473,11270
instructions_T24_idx076_x0_6_x1_3_x2_1_x4_1.qasm,2334,160084,77523,330,75530,4576,2125,13876
instructions_T24_idx077_x0_6_x1_3_x3_2.qasm,714,56887,27677,88,27045,1468,609,10153
instructions_T24_idx078_x0_6_x1_3_x6_1.qasm,1108,76799,37181,154,36223,2220,1021,9786
instructions_T24_idx079_x0_6_x1_2_x2_2_x3_1.qasm,1914,137364,66628,264,64988,3772,1712,11589
instructions_T24_idx080_x0_6_x1_2_x2_1_x5_1.qasm,2770,183022,88502,396,86174,5412,2538,13123
instructions_T24_idx081_x0_6_x1_2_x3_1_x4_1.qasm,3094,205323,99312,440,96721,6036,2814,15479
instructions_T24_idx082_x0_6_x1_2_x7_1.qasm,1244,82684,39964,176,38906,2480,1158,8636
instructions_T24_idx083_x0_6_x1_1_x2_4.qasm,616,53978,26353,66,25802,1284,473,9706
instructions_T24_idx084_x0_6_x1_1_x2_2_x4_1.qasm,2338,160141,77547,330,75555,4584,2125,10832
instructions_T24_idx085_x0_6_x1_1_x2_1_x3_2.qasm,1986,145701,70753,264,69053,3916,1715,11562
instructions_T24_idx086_x0_6_x1_1_x2_1_x6_1.qasm,3218,206129,99559,462,96885,6272,2951,12372
instructions_T24_idx087_x0_6_x1_1_x3_1_x5_1.qasm,3690,236934,114457,528,111404,7180,3365,15106
instructions_T24_idx088_x0_6_x1_1_x4_2.qasm,824,59968,29075,110,28362,1676,745,7473
instructions_T24_idx089_x0_6_x1_1_x8_1.qasm,1384,88625,42773,198,41611,2748,1295,7487
instructions_T24_idx090_x0_6_x2_3_x3_1.qasm,970,70895,34382,132,33542,1956,883,8394
instructions_T24_idx091_x0_6_x2_2_x5_1.qasm,1387,93573,45256,198,44069,2754,1296,8989
instructions_T24_idx092_x0_6_x2_1_x3_1_x4_1.qasm,4659,301321,145626,660,141796,9046,4193,23561
instructions_T24_idx093_x0_6_x2_1_x7_1.qasm,1828,116579,56268,264,54738,3600,1709,10419
instructions_T24_idx094_x0_6_x3_3.qasm,382,29604,14364,44,14037,828,331,6277
instructions_T24_idx095_x0_6_x3_1_x6_1.qasm,2131,136130,65716,308,63939,4182,1985,13436
instructions_T24_idx096_x0_6_x4_1_x5_1.qasm,2293,147285,71122,330,69216,4494,2123,15746
instructions_T24_idx097_x0_6_x9_1.qasm,784,49623,23913,110,23261,1596,743,5448
instructions_T24_idx098_x0_4_x1_10.qasm,328,36898,18178,22,17868,676,154,16122
instructions_T24_idx099_x0_4_x1_8_x2_1.qasm,588,53404,26136,66,25602,1172,428,15687
instructions_T24_idx100_x0_4_x1_7_x3_1.qasm,708,59064,28823,88,28188,1400,565,14533
instructions_T24_idx101_x0_4_x1_6_x2_2.qasm,592,53460,26160,66,25626,1180,428,14123
instructions_T24_idx102_x0_4_x1_6_x4_1.qasm,832,64783,31536,110,30799,1636,702,13380
instructions_T24_idx103_x0_4_x1_5_x2_1_x3_1.qasm,1894,136901,66459,264,64835,3676,1667,15922
instructions_T24_idx104_x0_4_x1_5_x5_1.qasm,960,70559,34273,132,33435,1880,839,12227
instructions_T24_idx105_x0_4_x1_4_x2_3.qasm,596,53516,26184,66,25650,1188,428,12559
instructions_T24_idx106_x0_4_x1_4_x2_1_x4_1.qasm,2318,159677,77378,330,75401,4488,2080,15165
instructions_T24_idx107_x0_4_x1_4_x3_2.qasm,698,56480,27532,88,26916,1380,564,11442
instructions_T24_idx108_x0_4_x1_4_x6_1.qasm,1092,76392,37036,154,36094,2132,976,11075
instructions_T24_idx109_x0_4_x1_3_x2_2_x3_1.qasm,1898,136957,66483,264,64859,3684,1667,12878
instructions_T24_idx110_x0_4_x1_3_x2_1_x5_1.qasm,2754,182615,88357,396,86045,5324,2493,14412
instructions_T24_idx111_x0_4_x1_3_x3_1_x4_1.qasm,3078,204916,99167,440,96592,5948,2769,16768
instructions_T24_idx112_x0_4_x1_3_x7_1.qasm,1228,82277,39819,176,38777,2392,1113,9925
instructions_T24_idx113_x0_4_x1_2_x2_4.qasm,600,53571,26208,66,25673,1196,428,10995
instructions_T24_idx114_x0_4_x1_2_x2_2_x4_1.qasm,2322,159734,77402,330,75426,4496,2080,12121
instructions_T24_idx115_x0_4_x1_2_x2_1_x3_2.qasm,1970,145294,70608,264,68924,3828,1670,12851
instructions_T24_idx116_x0_4_x1_2_x2_1_x6_1.qasm,3202,205722,99414,462,96756,6184,2906,13661
instructions_T24_idx117_x0_4_x1_2_x3_1_x5_1.qasm,3674,236527,114312,528,111275,7092,3320,16395
instructions_T24_idx118_x0_4_x1_2_x4_2.qasm,808,59561,28930,110,28233,1588,700,8762
instructions_T24_idx119_x0_4_x1_2_x8_1.qasm,1368,88218,42628,198,41482,2660,1250,8776
instructions_T24_idx120_x0_4_x1_1_x2_3_x3_1.qasm,1902,137013,66507,264,64883,3692,1667,10656
instructions_T24_idx121_x0_4_x1_1_x2_2_x5_1.qasm,2758,182671,88381,396,86069,5332,2493,11368
instructions_T24_idx122_x0_4_x1_1_x2_1_x3_1_x4_1.qasm,9492,600833,290267,1320,282663,18296,8287,26902
instructions_T24_idx123_x0_4_x1_1_x2_1_x7_1.qasm,3662,228997,110543,528,107539,7068,3319,12910
instructions_T24_idx124_x0_4_x1_1_x3_3.qasm,688,53898,26241,88,25646,1360,563,8351
instructions_T24_idx125_x0_4_x1_1_x3_1_x6_1.qasm,4286,268356,129553,616,126048,8268,3871,16022
instructions_T24_idx126_x0_4_x1_1_x4_1_x5_1.qasm,4620,290799,140419,660,136661,8912,4147,18387
instructions_T24_idx127_x0_4_x1_1_x9_1.qasm,1512,94219,45461,220,44215,2936,1387,7627
instructions_T24_idx128_x0_4_x2_5.qasm,316,27727,13550,33,13280,646,218,8649
instructions_T24_idx129_x0_4_x2_3_x4_1.qasm,1152,80456,38994,165,38007,2246,1044,8510
instructions_T24_idx130_x0_4_x2_2_x3_2.qasm,980,73294,35624,132,34779,1920,839,8813
instructions_T24_idx131_x0_4_x2_2_x6_1.qasm,1581,103299,49937,231,48606,3068,1457,9465
instructions_T24_idx132_x0_4_x2_1_x3_1_x5_1.qasm,5561,349888,168958,792,164441,10722,4975,25471
instructions_T24_idx133_x0_4_x2_1_x4_2.qasm,1180,83291,40393,165,39386,2302,1045,9521
instructions_T24_idx134_x0_4_x2_1_x8_1.qasm,2034,126473,61024,297,59344,3938,1870,10897
instructions_T24_idx135_x0_4_x3_2_x4_1.qasm,1513,101592,49163,220,47883,2938,1388,11053
instructions_T24_idx136_x0_4_x3_1_x7_1.qasm,2413,150304,72528,352,70543,4666,2215,14272
instructions_T24_idx137_x0_4_x4_1_x6_1.qasm,2649,165708,79978,385,77803,5120,2422,16940
instructions_T24_idx138_x0_4_x5_2.qasm,472,32220,15592,66,15200,940,422,5266
instructions_T24_idx139_x0_4_x10_1.qasm,832,50882,24521,121,23844,1630,766,5568
instructions_T24_idx140_x0_2_x1_11.qasm,312,36491,18033,22,17739,588,109,17411
instructions_T24_idx141_x0_2_x1_9_x2_1.qasm,572,52997,25991,66,25473,1084,383,16976
instructions_T24_idx142_x0_2_x1_8_x3_1.qasm,692,58657,28678,88,28059,1312,520,15822
instructions_T24_idx143_x0_2_x1_7_x2_2.qasm,576,53053,26015,66,25497,1092,383,15412
instructions_T24_idx144_x0_2_x1_7_x4_1.qasm,816,64376,31391,110,30670,1548,657,14669
instructions_T24_idx145_x0_2_x1_6_x2_1_x3_1.qasm,1878,136494,66314,264,64706,3588,1622,17211
instructions_T24_idx146_x0_2_x1_6_x5_1.qasm,944,70152,34128,132,33306,1792,794,13516
instructions_T24_idx147_x0_2_x1_5_x2_3.qasm,580,53109,26039,66,25521,1100,383,13848
instructions_T24_idx148_x0_2_x1_5_x2_1_x4_1.qasm,2302,159270,77233,330,75272,4400,2035,16454
instructions_T24_idx149_x0_2_x1_5_x3_2.qasm,682,56073,27387,88,26787,1292,519,12731
instructions_T24_idx150_x0_2_x1_5_x6_1.qasm,1076,75985,36891,154,35965,2044,931,12364
instructions_T24_idx151_x0_2_x1_4_x2_2_x3_1.qasm,1882,136550,66338,264,64730,3596,1622,14167
instructions_T24_idx152_x0_2_x1_4_x2_1_x5_1.qasm,2738,182208,88212,396,85916,5236,2448,15701
instructions_T24_idx153_x0_2_x1_4_x3_1_x4_1.qasm,3062,204509,99022,440,96463,5860,2724,18057
instructions_T24_idx154_x0_2_x1_4_x7_1.qasm,1212,81870,39674,176,38648,2304,1068,11214
instructions_T24_idx155_x0_2_x1_3_x2_4.qasm,584,53164,26063,66,25544,1108,383,12284
instructions_T24_idx156_x0_2_x1_3_x2_2_x4_1.qasm,2306,159327,77257,330,75297,4408,2035,13410
instructions_T24_idx157_x0_2_x1_3_x2_1_x3_2.qasm,1954,144887,70463,264,68795,3740,1625,14140
instructions_T24_idx158_x0_2_x1_3_x2_1_x6_1.qasm,3186,205315,99269,462,96627,6096,2861,14950
instructions_T24_idx159_x0_2_x1_3_x3_1_x5_1.qasm,3658,236120,114167,528,111146,7004,3275,17684
instructions_T24_idx160_x0_2_x1_3_x4_2.qasm,792,59154,28785,110,28104,1500,655,10051
instructions_T24_idx161_x0_2_x1_3_x8_1.qasm,1352,87811,42483,198,41353,2572,1205,10065
instructions_T24_idx162_x0_2_x1_2_x2_3_x3_1.qasm,1886,136606,66362,264,64754,3604,1622,11945
instructions_T24_idx163_x0_2_x1_2_x2_2_x5_1.qasm,2742,182264,88236,396,85940,5244,2448,12657
instructions_T24_idx164_x0_2_x1_2_x2_1_x3_1_x4_1.qasm,9476,600426,290122,1320,282534,18208,8242,28191
instructions_T24_idx165_x0_2_x1_2_x2_1_x7_1.qasm,3646,228590,110398,528,107410,6980,3274,14199
instructions_T24_idx166_x0_2_x1_2_x3_3.qasm,672,53491,26096,88,25517,1272,518,9640
instructions_T24_idx167_x0_2_x1_2_x3_1_x6_1.qasm,4270,267949,129408,616,125919,8180,3826,17311
instructions_T24_idx168_x0_2_x1_2_x4_1_x5_1.qasm,4604,290392,140274,660,136532,8824,4102,19676
instructions_T24_idx169_x0_2_x1_2_x9_1.qasm,1496,93812,45316,220,44086,2848,1342,8916
instructions_T24_idx170_x0_2_x1_1_x2_5.qasm,588,53221,26087,66,25569,1116,383,10720
instructions_T24_idx171_x0_2_x1_1_x2_3_x4_1.qasm,2310,159383,77281,330,75321,4416,2035,10833
instructions_T24_idx172_x0_2_x1_1_x2_2_x3_2.qasm,1958,144943,70487,264,68819,3748,1625,11096
instructions_T24_idx173_x0_2_x1_1_x2_2_x6_1.qasm,3190,205371,99293,462,96651,6104,2861,11906
instructions_T24_idx174_x0_2_x1_1_x2_1_x3_1_x5_1.qasm,11376,701737,338715,1584,329677,21864,9897,29058
instructions_T24_idx175_x0_2_x1_1_x2_1_x4_2.qasm,2368,165081,80091,330,78091,4532,2037,11856
instructions_T24_idx176_x0_2_x1_1_x2_1_x8_1.qasm,4118,252032,121605,594,118258,7888,3687,13450
instructions_T24_idx177_x0_2_x1_1_x3_2_x4_1.qasm,3052,201926,97731,440,95192,5840,2723,13486
instructions_T24_idx178_x0_2_x1_1_x3_1_x7_1.qasm,4898,300010,144753,704,140788,9388,4377,16941
instructions_T24_idx179_x0_2_x1_1_x4_1_x6_1.qasm,5384,331010,159733,770,155392,10324,4791,19685
instructions_T24_idx180_x0_2_x1_1_x5_2.qasm,906,62291,30207,132,29445,1716,791,7371
instructions_T24_idx181_x0_2_x1_1_x10_1.qasm,1644,99868,48175,242,46840,3132,1479,7768
instructions_T24_idx182_x0_2_x2_4_x3_1.qasm,923,67428,32771,132,31983,1750,792,9398
instructions_T24_idx183_x0_2_x2_3_x5_1.qasm,1340,90106,43645,198,42510,2548,1205,8627
instructions_T24_idx184_x0_2_x2_2_x3_1_x4_1.qasm,4612,297854,144015,660,140237,8840,4102,23085
instructions_T24_idx185_x0_2_x2_2_x7_1.qasm,1781,113112,54657,264,53179,3394,1618,9943
instructions_T24_idx186_x0_2_x2_1_x3_3.qasm,990,75695,36866,132,36018,1884,795,10055
instructions_T24_idx187_x0_2_x2_1_x3_1_x6_1.qasm,6487,398794,192446,924,187221,12446,5757,27387
instructions_T24_idx188_x0_2_x2_1_x4_1_x5_1.qasm,6998,432602,208808,990,203201,13432,6171,32019
instructions_T24_idx189_x0_2_x2_1_x9_1.qasm,2246,136460,65819,330,63992,4288,2031,11377
instructions_T24_idx190_x0_2_x3_2_x5_1.qasm,1779,115541,55875,264,54394,3390,1618,11886
instructions_T24_idx191_x0_2_x3_1_x4_2.qasm,1548,106785,51786,220,50482,2952,1345,12295
instructions_T24_idx192_x0_2_x3_1_x8_1.qasm,2703,164589,79392,396,77190,5166,2445,15111
instructions_T24_idx193_x0_2_x4_1_x7_1.qasm,3015,184276,88899,440,86450,5766,2721,18138
instructions_T24_idx194_x0_2_x5_1_x6_1.qasm,3182,195499,94333,462,91757,6088,2859,20458
instructions_T24_idx195_x0_2_x11_1.qasm,882,52169,25142,132,24438,1668,789,5689
instructions_T24_idx196_x0_0_x1_12.qasm,296,36096,17888,22,17608,500,78,18758
instructions_T24_idx197_x0_0_x1_10_x2_1.qasm,556,52602,25846,66,25342,996,352,18323
instructions_T24_idx198_x0_0_x1_9_x3_1.qasm,676,58262,28533,88,27928,1224,489,17169
instructions_T24_idx199_x0_0_x1_8_x2_2.qasm,560,52658,25870,66,25366,1004,352,16759
instructions_T24_idx200_x0_0_x1_8_x4_1.qasm,800,63981,31246,110,30539,1460,626,16016
instructions_T24_idx201_x0_0_x1_7_x2_1_x3_1.qasm,1862,136099,66169,264,64575,3500,1591,18558
instructions_T24_idx202_x0_0_x1_7_x5_1.qasm,928,69757,33983,132,33175,1704,763,14863
instructions_T24_idx203_x0_0_x1_6_x2_3.qasm,564,52714,25894,66,25390,1012,352,15195
instructions_T24_idx204_x0_0_x1_6_x2_1_x4_1.qasm,2286,158875,77088,330,75141,4312,2004,17801
instructions_T24_idx205_x0_0_x1_6_x3_2.qasm,666,55678,27242,88,26656,1204,488,14078
instructions_T24_idx206_x0_0_x1_6_x6_1.qasm,1060,75590,36746,154,35834,1956,900,13711
instructions_T24_idx207_x0_0_x1_5_x2_2_x3_1.qasm,1866,136155,66193,264,64599,3508,1591,15514
instructions_T24_idx208_x0_0_x1_5_x2_1_x5_1.qasm,2722,181813,88067,396,85785,5148,2417,17048
instructions_T24_idx209_x0_0_x1_5_x3_1_x4_1.qasm,3046,204114,98877,440,96332,5772,2693,19404
instructions_T24_idx210_x0_0_x1_5_x7_1.qasm,1196,81475,39529,176,38517,2216,1037,12561
instructions_T24_idx211_x0_0_x1_4_x2_4.qasm,568,52769,25918,66,25413,1020,352,13631
instructions_T24_idx212_x0_0_x1_4_x2_2_x4_1.qasm,2290,158932,77112,330,75166,4320,2004,14757
instructions_T24_idx213_x0_0_x1_4_x2_1_x3_2.qasm,1938,144492,70318,264,68664,3652,1594,15487
instructions_T24_idx214_x0_0_x1_4_x2_1_x6_1.qasm,3170,204920,99124,462,96496,6008,2830,16297
instructions_T24_idx215_x0_0_x1_4_x3_1_x5_1.qasm,3642,235725,114022,528,111015,6916,3244,19031
instructions_T24_idx216_x0_0_x1_4_x4_2.qasm,776,58759,28640,110,27973,1412,624,11398
instructions_T24_idx217_x0_0_x1_4_x8_1.qasm,1336,87416,42338,198,41222,2484,1174,11412
instructions_T24_idx218_x0_0_x1_3_x2_3_x3_1.qasm,1870,136211,66217,264,64623,3516,1591,13292
instructions_T24_idx219_x0_0_x1_3_x2_2_x5_1.qasm,2726,181869,88091,396,85809,5156,2417,14004
instructions_T24_idx220_x0_0_x1_3_x2_1_x3_1_x4_1.qasm,9460,600031,289977,1320,282403,18120,8211,29538
instructions_T24_idx221_x0_0_x1_3_x2_1_x7_1.qasm,3630,228195,110253,528,107279,6892,3243,15546
instructions_T24_idx222_x0_0_x1_3_x3_3.qasm,656,53096,25951,88,25386,1184,487,10987
instructions_T24_idx223_x0_0_x1_3_x3_1_x6_1.qasm,4254,267554,129263,616,125788,8092,3795,18658
instructions_T24_idx224_x0_0_x1_3_x4_1_x5_1.qasm,4588,289997,140129,660,136401,8736,4071,21023
instructions_T24_idx225_x0_0_x1_3_x9_1.qasm,1480,93417,45171,220,43955,2760,1311,10263
instructions_T24_idx226_x0_0_x1_2_x2_5.qasm,572,52826,25942,66,25438,1028,352,12067
instructions_T24_idx227_x0_0_x1_2_x2_3_x4_1.qasm,2294,158988,77136,330,75190,4328,2004,12180
instructions_T24_idx228_x0_0_x1_2_x2_2_x3_2.qasm,1942,144548,70342,264,68688,3660,1594,12443
instructions_T24_idx229_x0_0_x1_2_x2_2_x6_1.qasm,3174,204976,99148,462,96520,6016,2830,13253
instructions_T24_idx230_x0_0_x1_2_x2_1_x3_1_x5_1.qasm,11360,701342,338570,1584,329546,21776,9866,30405
instructions_T24_idx231_x0_0_x1_2_x2_1_x4_2.qasm,2352,164686,79946,330,77960,4444,2006,13203
instructions_T24_idx232_x0_0_x1_2_x2_1_x8_1.qasm,4102,251637,121460,594,118127,7800,3656,14797
instructions_T24_idx233_x0_0_x1_2_x3_2_x4_1.qasm,3036,201531,97586,440,95061,5752,2692,14833
instructions_T24_idx234_x0_0_x1_2_x3_1_x7_1.qasm,4882,299615,144608,704,140657,9300,4346,18288
instructions_T24_idx235_x0_0_x1_2_x4_1_x6_1.qasm,5368,330615,159588,770,155261,10236,4760,21032
instructions_T24_idx236_x0_0_x1_2_x5_2.qasm,890,61896,30062,132,29314,1628,760,8718
instructions_T24_idx237_x0_0_x1_2_x10_1.qasm,1628,99473,48030,242,46709,3044,1448,9115
instructions_T24_idx238_x0_0_x1_1_x2_4_x3_1.qasm,1874,136267,66241,264,64647,3524,1591,11728
instructions_T24_idx239_x0_0_x1_1_x2_3_x5_1.qasm,2730,181924,88115,396,85832,5164,2417,11070
instructions_T24_idx240_x0_0_x1_1_x2_2_x3_1_x4_1.qasm,9464,600087,290001,1320,282427,18128,8211,26494
instructions_T24_idx241_x0_0_x1_1_x2_2_x7_1.qasm,3634,228251,110277,528,107303,6900,3243,12502
instructions_T24_idx242_x0_0_x1_1_x2_1_x3_3.qasm,2014,152884,74467,264,72752,3804,1597,12416
instructions_T24_idx243_x0_0_x1_1_x2_1_x3_1_x6_1.qasm,13308,803283,387427,1848,376959,25528,11521,31266
instructions_T24_idx244_x0_0_x1_1_x2_1_x4_1_x5_1.qasm,14360,871297,420307,1980,409101,27560,12349,36040
instructions_T24_idx245_x0_0_x1_1_x2_1_x9_1.qasm,4586,275255,132733,660,129061,8732,4069,14046
instructions_T24_idx246_x0_0_x1_1_x3_2_x5_1.qasm,3632,233142,112731,528,109744,6896,3243,14460
instructions_T24_idx247_x0_0_x1_1_x3_1_x4_2.qasm,3160,215482,104485,440,101860,6000,2697,14816
instructions_T24_idx248_x0_0_x1_1_x3_1_x8_1.qasm,5526,331884,160041,792,155614,10540,4897,17915
instructions_T24_idx249_x0_0_x1_1_x4_1_x7_1.qasm,6168,371502,179157,880,174240,11776,5449,21037
instructions_T24_idx250_x0_0_x1_1_x5_1_x6_1.qasm,6512,394089,190085,924,184915,12440,5725,23406
instructions_T24_idx251_x0_0_x1_1_x11_1.qasm,1780,105583,50911,264,49487,3336,1585,7966
instructions_T24_idx252_x0_0_x2_6.qasm,269,24270,11939,33,11717,440,141,9711
